school_name,year,school_type,province,avg_score,min_score,max_score,total_quota,num_majors
DHD-Trường Du Lịch - Đại Học Huế,2025,Công lập,Huế,18.73,15.0,21.5,4100,41
DHE-Khoa Kỹ thuật và Công nghệ - Đại học Huế,2020,Công lập,Huế,19.12,16.0,24.4,3500,35
DHE-Khoa Kỹ thuật và Công nghệ - Đại học Huế,2021,Công lập,Huế,19.6,16.51,24.81,3500,35
DHE-Khoa Kỹ thuật và Công nghệ - Đại học Huế,2022,Công lập,Huế,18.42,15.28,23.66,3500,35
DHE-Khoa Kỹ thuật và Công nghệ - Đại học Huế,2023,Công lập,Huế,18.74,15.63,23.99,3500,35
DHE-Khoa Kỹ thuật và Công nghệ - Đại học Huế,2024,Công lập,Huế,18.92,15.81,24.09,3500,35
DHE-Khoa Kỹ thuật và Công nghệ - Đại học Huế,2025,Công lập,Huế,18.98,16.0,24.05,3500,35
DHF-Trường Đại Học Ngoại Ngữ Huế,2020,Công lập,Huế,20.25,15.0,30.0,5000,50
DHF-Trường Đại Học Ngoại Ngữ Huế,2021,Công lập,Huế,20.62,15.45,30.0,5000,50
DHF-Trường Đại Học Ngoại Ngữ Huế,2022,Công lập,Huế,19.91,15.0,29.76,5000,50
DHF-Trường Đại Học Ngoại Ngữ Huế,2023,Công lập,Huế,20.02,15.0,29.94,5000,50
DHF-Trường Đại Học Ngoại Ngữ Huế,2024,Công lập,Huế,20.11,15.0,30.0,5000,50
DHF-Trường Đại Học Ngoại Ngữ Huế,2025,Công lập,Huế,20.12,15.0,30.0,5000,50
DHI-Khoa Quốc tế - Đại học Huế,2020,Tư thục,Huế,17.28,15.0,21.79,2500,25
DHI-Khoa Quốc tế - Đại học Huế,2021,Tư thục,Huế,17.76,15.48,22.35,2500,25
DHI-Khoa Quốc tế - Đại học Huế,2022,Tư thục,Huế,16.87,15.0,21.12,2500,25
DHI-Khoa Quốc tế - Đại học Huế,2023,Tư thục,Huế,17.0,15.0,21.39,2500,25
DHI-Khoa Quốc tế - Đại học Huế,2024,Tư thục,Huế,17.08,15.0,21.58,2500,25
DHI-Khoa Quốc tế - Đại học Huế,2025,Tư thục,Huế,17.1,15.0,21.5,2500,25
DHK-Trường Đại Học Kinh Tế - Đại Học Huế,2020,Công lập,Huế,16.1,15.0,20.3,16800,168
DHK-Trường Đại Học Kinh Tế - Đại Học Huế,2021,Công lập,Huế,16.6,15.46,20.76,16800,168
DHK-Trường Đại Học Kinh Tế - Đại Học Huế,2022,Công lập,Huế,15.6,15.0,19.65,16800,168
DHK-Trường Đại Học Kinh Tế - Đại Học Huế,2023,Công lập,Huế,15.8,15.0,19.93,16800,168
DHK-Trường Đại Học Kinh Tế - Đại Học Huế,2024,Công lập,Huế,15.94,15.0,20.13,16800,168
DHK-Trường Đại Học Kinh Tế - Đại Học Huế,2025,Công lập,Huế,15.95,15.0,20.0,16800,168
DHL-Trường Đại Học Nông Lâm Huế,2020,Công lập,Huế,15.64,15.0,19.66,13700,137
DHL-Trường Đại Học Nông Lâm Huế,2021,Công lập,Huế,16.16,15.45,20.29,13700,137
DHL-Trường Đại Học Nông Lâm Huế,2022,Công lập,Huế,15.37,15.0,19.09,13700,137
DHL-Trường Đại Học Nông Lâm Huế,2023,Công lập,Huế,15.44,15.0,19.39,13700,137
DHL-Trường Đại Học Nông Lâm Huế,2024,Công lập,Huế,15.51,15.0,19.61,13700,137
DHL-Trường Đại Học Nông Lâm Huế,2025,Công lập,Huế,15.49,15.0,19.5,13700,137
DHN-Trường Đại Học Nghệ Thuật Huế,2020,Công lập,Huế,18.58,18.08,20.68,600,6
DHN-Trường Đại Học Nghệ Thuật Huế,2021,Công lập,Huế,19.06,18.58,21.02,600,6
DHN-Trường Đại Học Nghệ Thuật Huế,2022,Công lập,Huế,17.85,17.33,19.77,600,6
DHN-Trường Đại Học Nghệ Thuật Huế,2023,Công lập,Huế,18.24,17.71,20.38,600,6
DHN-Trường Đại Học Nghệ Thuật Huế,2024,Công lập,Huế,18.33,17.82,20.49,600,6
DHN-Trường Đại Học Nghệ Thuật Huế,2025,Công lập,Huế,18.42,18.0,20.5,600,6
DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,2020,Công lập,Huế,15.12,15.0,15.33,1200,12
DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,2021,Công lập,Huế,15.63,15.46,15.81,1200,12
DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,2022,Công lập,Huế,15.0,15.0,15.0,1200,12
DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,2023,Công lập,Huế,15.0,15.0,15.0,1200,12
DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,2024,Công lập,Huế,15.05,15.0,15.14,1200,12
DHQ-Phân Hiệu Đại Học Huế tại Quảng Trị,2025,Công lập,Huế,15.0,15.0,15.0,1200,12
DHS-Trường Đại Học Sư Phạm Huế,2020,Công lập,Huế,25.68,17.49,28.96,8400,84
DHS-Trường Đại Học Sư Phạm Huế,2021,Công lập,Huế,26.08,18.23,29.39,8400,84
DHS-Trường Đại Học Sư Phạm Huế,2022,Công lập,Huế,25.18,16.77,28.67,8400,84
DHS-Trường Đại Học Sư Phạm Huế,2023,Công lập,Huế,25.4,17.23,28.79,8400,84
DHS-Trường Đại Học Sư Phạm Huế,2024,Công lập,Huế,25.55,17.33,28.94,8400,84
DHS-Trường Đại Học Sư Phạm Huế,2025,Công lập,Huế,25.59,17.5,28.9,8400,84
DHT-Trường Đại Học Khoa Học Huế,2020,Công lập,Huế,17.16,15.0,22.34,9400,94
DHT-Trường Đại Học Khoa Học Huế,2021,Công lập,Huế,17.65,15.5,22.81,9400,94
DHT-Trường Đại Học Khoa Học Huế,2022,Công lập,Huế,16.5,15.0,21.64,9400,94
DHT-Trường Đại Học Khoa Học Huế,2023,Công lập,Huế,16.77,15.0,21.86,9400,94
DHT-Trường Đại Học Khoa Học Huế,2024,Công lập,Huế,16.98,15.0,22.14,9400,94
DHT-Trường Đại Học Khoa Học Huế,2025,Công lập,Huế,17.01,15.0,22.0,9400,94
DHV-Trường Đại học Hùng Vương TPHCM,2020,Công lập,TP.HCM,15.68,15.0,20.33,10300,103
DHV-Trường Đại học Hùng Vương TPHCM,2021,Công lập,TP.HCM,16.18,15.45,20.75,10300,103
DHV-Trường Đại học Hùng Vương TPHCM,2022,Công lập,TP.HCM,15.45,15.0,19.61,10300,103
DHV-Trường Đại học Hùng Vương TPHCM,2023,Công lập,TP.HCM,15.5,15.0,19.8,10300,103
DHV-Trường Đại học Hùng Vương TPHCM,2024,Công lập,TP.HCM,15.56,15.0,20.07,10300,103
DHV-Trường Đại học Hùng Vương TPHCM,2025,Công lập,TP.HCM,15.53,15.0,20.0,10300,103
DHY-Trường Đại Học Y Dược Huế,2020,Công lập,Huế,19.38,16.95,25.51,3400,34
DHY-Trường Đại Học Y Dược Huế,2021,Công lập,Huế,19.86,17.47,25.99,3400,34
DHY-Trường Đại Học Y Dược Huế,2022,Công lập,Huế,18.73,16.34,24.63,3400,34
DHY-Trường Đại Học Y Dược Huế,2023,Công lập,Huế,18.99,16.59,24.8,3400,34
DHY-Trường Đại Học Y Dược Huế,2024,Công lập,Huế,19.18,16.79,25.17,3400,34
DHY-Trường Đại Học Y Dược Huế,2025,Công lập,Huế,19.24,17.0,25.17,3400,34
DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,2020,Công lập,Bình Dương,15.23,15.0,19.3,12600,126
DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,2021,Công lập,Bình Dương,15.26,15.0,19.82,12600,126
DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,2022,Công lập,Bình Dương,15.2,15.0,18.62,12600,126
DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,2023,Công lập,Bình Dương,15.21,15.0,18.94,12600,126
DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,2024,Công lập,Bình Dương,15.22,15.0,19.14,12600,126
DKB-Trường Đại Học Kinh Tế Kỹ Thuật Bình Dương,2025,Công lập,Bình Dương,14.28,14.0,19.0,12600,126
DKC-Trường Đại học Công Nghệ TPHCM,2020,Công lập,TP.HCM,15.28,15.0,19.27,29900,299
DKC-Trường Đại học Công Nghệ TPHCM,2021,Công lập,TP.HCM,15.78,15.45,19.8,29900,299
DKC-Trường Đại học Công Nghệ TPHCM,2022,Công lập,TP.HCM,15.11,15.0,18.62,29900,299
DKC-Trường Đại học Công Nghệ TPHCM,2023,Công lập,TP.HCM,15.12,15.0,18.81,29900,299
DKC-Trường Đại học Công Nghệ TPHCM,2024,Công lập,TP.HCM,15.16,15.0,19.02,29900,299
DKC-Trường Đại học Công Nghệ TPHCM,2025,Công lập,TP.HCM,15.13,15.0,19.0,29900,299
DKH-Trường Đại Học Dược Hà Nội,2020,Công lập,Hà Nội,22.82,20.07,24.77,500,5
DKH-Trường Đại Học Dược Hà Nội,2021,Công lập,Hà Nội,23.28,20.65,25.3,500,5
DKH-Trường Đại Học Dược Hà Nội,2022,Công lập,Hà Nội,22.17,19.37,24.15,500,5
DKH-Trường Đại Học Dược Hà Nội,2023,Công lập,Hà Nội,22.5,19.67,24.41,500,5
DKH-Trường Đại Học Dược Hà Nội,2024,Công lập,Hà Nội,22.52,19.8,24.51,500,5
DKH-Trường Đại Học Dược Hà Nội,2025,Công lập,Hà Nội,22.68,20.0,24.5,500,5
DKK-Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,2020,Công lập,Hà Nội,22.47,19.0,25.34,48400,484
DKK-Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,2021,Công lập,Hà Nội,22.97,19.48,25.82,48400,484
DKK-Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,2022,Công lập,Hà Nội,21.77,18.28,24.63,48400,484
DKK-Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,2023,Công lập,Hà Nội,22.06,18.55,24.93,48400,484
DKK-Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,2024,Công lập,Hà Nội,22.27,18.82,25.14,48400,484
DKK-Trường Đại Học Kinh Tế Kỹ Thuật Công Nghiệp,2025,Công lập,Hà Nội,22.32,19.0,25.0,48400,484
DKS-Trường Đại học Kiểm Sát,2020,Công lập,Hà Nội,24.04,20.3,27.39,6600,66
DKS-Trường Đại học Kiểm Sát,2021,Công lập,Hà Nội,24.55,20.95,27.64,6600,66
DKS-Trường Đại học Kiểm Sát,2022,Công lập,Hà Nội,23.35,19.62,26.81,6600,66
DKS-Trường Đại học Kiểm Sát,2023,Công lập,Hà Nội,23.66,19.9,27.04,6600,66
DKS-Trường Đại học Kiểm Sát,2024,Công lập,Hà Nội,23.85,19.96,27.23,6600,66
DKS-Trường Đại học Kiểm Sát,2025,Công lập,Hà Nội,23.89,20.17,27.2,6600,66
DKT-Trường Đại Học Hải Dương,2020,Công lập,Hải Dương,19.77,15.0,27.0,23000,230
DKT-Trường Đại Học Hải Dương,2021,Công lập,Hải Dương,20.26,15.45,27.31,23000,230
DKT-Trường Đại Học Hải Dương,2022,Công lập,Hải Dương,19.35,15.0,26.58,23000,230
DKT-Trường Đại Học Hải Dương,2023,Công lập,Hải Dương,19.49,15.0,26.77,23000,230
DKT-Trường Đại Học Hải Dương,2024,Công lập,Hải Dương,19.62,15.0,26.9,23000,230
DKT-Trường Đại Học Hải Dương,2025,Công lập,Hải Dương,19.63,15.0,26.83,23000,230
DKY-Trường Đại Học Kỹ Thuật Y Tế Hải Dương,2020,Công lập,Hải Dương,22.7,20.95,23.95,2000,20
DKY-Trường Đại Học Kỹ Thuật Y Tế Hải Dương,2021,Công lập,Hải Dương,23.23,21.49,24.52,2000,20
DKY-Trường Đại Học Kỹ Thuật Y Tế Hải Dương,2022,Công lập,Hải Dương,22.01,20.31,23.37,2000,20
DKY-Trường Đại Học Kỹ Thuật Y Tế Hải Dương,2023,Công lập,Hải Dương,22.3,20.59,23.65,2000,20
DKY-Trường Đại Học Kỹ Thuật Y Tế Hải Dương,2024,Công lập,Hải Dương,22.52,20.91,23.8,2000,20
DKY-Trường Đại Học Kỹ Thuật Y Tế Hải Dương,2025,Công lập,Hải Dương,22.58,21.0,23.8,2000,20
DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,2020,Công lập,Hà Nội,15.5,15.0,18.84,2700,27
DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,2021,Công lập,Hà Nội,16.03,15.46,19.14,2700,27
DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,2022,Công lập,Hà Nội,15.34,15.0,18.16,2700,27
DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,2023,Công lập,Hà Nội,15.37,15.0,18.49,2700,27
DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,2024,Công lập,Hà Nội,15.43,15.0,18.63,2700,27
DLA-Trường Đại Học Kinh Tế Công Nghiệp Long An,2025,Công lập,Hà Nội,15.4,15.0,18.56,2700,27
DLH-Trường Đại Học Lạc Hồng,2020,Công lập,Hà Nội,15.76,15.0,19.83,9400,94
DLH-Trường Đại Học Lạc Hồng,2021,Công lập,Hà Nội,16.25,15.52,20.12,9400,94
DLH-Trường Đại Học Lạc Hồng,2022,Công lập,Hà Nội,15.42,15.0,19.12,9400,94
DLH-Trường Đại Học Lạc Hồng,2023,Công lập,Hà Nội,15.5,15.0,19.44,9400,94
DLH-Trường Đại Học Lạc Hồng,2024,Công lập,Hà Nội,15.59,15.0,19.45,9400,94
DLH-Trường Đại Học Lạc Hồng,2025,Công lập,Hà Nội,15.6,15.0,19.5,9400,94
DLS-Trường Đại Học Lao Động – Xã Hội (Cơ sở II),2020,Công lập,Hà Nội,17.5,15.0,24.93,3600,36
DLS-Trường Đại Học Lao Động – Xã Hội (Cơ sở II),2021,Công lập,Hà Nội,17.71,15.0,25.39,3600,36
DLS-Trường Đại Học Lao Động – Xã Hội (Cơ sở II),2022,Công lập,Hà Nội,17.12,15.0,24.29,3600,36
DLS-Trường Đại Học Lao Động – Xã Hội (Cơ sở II),2023,Công lập,Hà Nội,17.31,15.0,24.49,3600,36
DLS-Trường Đại Học Lao Động – Xã Hội (Cơ sở II),2024,Công lập,Hà Nội,17.39,15.0,24.55,3600,36
DLS-Trường Đại Học Lao Động – Xã Hội (Cơ sở II),2025,Công lập,Hà Nội,16.92,14.0,24.75,3600,36
DLX-Trường Đại Học Lao Động – Xã Hội,2020,Công lập,Hà Nội,17.4,15.0,24.36,4800,48
DLX-Trường Đại Học Lao Động – Xã Hội,2021,Công lập,Hà Nội,17.65,15.0,24.77,4800,48
DLX-Trường Đại Học Lao Động – Xã Hội,2022,Công lập,Hà Nội,17.09,15.0,23.82,4800,48
DLX-Trường Đại Học Lao Động – Xã Hội,2023,Công lập,Hà Nội,17.23,15.0,24.11,4800,48
DLX-Trường Đại Học Lao Động – Xã Hội,2024,Công lập,Hà Nội,17.3,15.0,24.1,4800,48
DLX-Trường Đại Học Lao Động – Xã Hội,2025,Công lập,Hà Nội,16.83,14.0,24.3,4800,48
DMS-Trường Đại Học Tài Chính Marketing,2020,Công lập,Hà Nội,24.15,22.06,29.34,28000,280
DMS-Trường Đại Học Tài Chính Marketing,2021,Công lập,Hà Nội,24.65,22.57,29.68,28000,280
DMS-Trường Đại Học Tài Chính Marketing,2022,Công lập,Hà Nội,23.46,21.35,28.94,28000,280
DMS-Trường Đại Học Tài Chính Marketing,2023,Công lập,Hà Nội,23.77,21.67,29.15,28000,280
DMS-Trường Đại Học Tài Chính Marketing,2024,Công lập,Hà Nội,23.96,21.87,29.27,28000,280
DMS-Trường Đại Học Tài Chính Marketing,2025,Công lập,Hà Nội,24.01,22.1,29.21,28000,280
DMT-Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2020,Công lập,Hà Nội,20.27,15.0,26.84,20200,202
DMT-Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2021,Công lập,Hà Nội,20.73,15.45,27.14,20200,202
DMT-Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2022,Công lập,Hà Nội,19.86,15.0,26.42,20200,202
DMT-Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2023,Công lập,Hà Nội,20.0,15.0,26.59,20200,202
DMT-Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2024,Công lập,Hà Nội,20.11,15.0,26.71,20200,202
DMT-Trường Đại học Tài Nguyên và Môi Trường Hà Nội,2025,Công lập,Hà Nội,20.12,15.0,26.65,20200,202
DNB-Trường Đại Học Hoa Lư,2020,Công lập,Hà Nội,19.89,15.97,27.24,2800,28
DNB-Trường Đại Học Hoa Lư,2021,Công lập,Hà Nội,20.39,16.47,27.54,2800,28
DNB-Trường Đại Học Hoa Lư,2022,Công lập,Hà Nội,19.23,15.27,26.82,2800,28
DNB-Trường Đại Học Hoa Lư,2023,Công lập,Hà Nội,19.55,15.59,26.91,2800,28
DNB-Trường Đại Học Hoa Lư,2024,Công lập,Hà Nội,19.69,15.81,27.09,2800,28
DNB-Trường Đại Học Hoa Lư,2025,Công lập,Hà Nội,19.77,16.0,27.07,2800,28
DNC-Trường Đại học Nam Cần Thơ,2020,Công lập,Cần Thơ,15.71,15.0,20.83,25100,251
DNC-Trường Đại học Nam Cần Thơ,2021,Công lập,Cần Thơ,16.21,15.46,21.34,25100,251
DNC-Trường Đại học Nam Cần Thơ,2022,Công lập,Cần Thơ,15.46,15.0,20.12,25100,251
DNC-Trường Đại học Nam Cần Thơ,2023,Công lập,Cần Thơ,15.51,15.0,20.43,25100,251
DNC-Trường Đại học Nam Cần Thơ,2024,Công lập,Cần Thơ,15.57,15.0,20.64,25100,251
DNC-Trường Đại học Nam Cần Thơ,2025,Công lập,Cần Thơ,15.55,15.0,20.5,25100,251
DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,2020,Công lập,TP.HCM,15.5,15.0,17.34,14900,149
DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,2021,Công lập,TP.HCM,16.01,15.45,17.82,14900,149
DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,2022,Công lập,TP.HCM,15.25,15.0,16.6,14900,149
DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,2023,Công lập,TP.HCM,15.3,15.0,16.93,14900,149
DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,2024,Công lập,TP.HCM,15.36,15.0,17.15,14900,149
DNT-Trường Đại Học Ngoại Ngữ Tin Học TPHCM,2025,Công lập,TP.HCM,15.35,15.0,17.0,14900,149
DNU-Trường Đại Học Đồng Nai,2020,Công lập,Hà Nội,21.72,16.07,26.62,3600,36
DNU-Trường Đại Học Đồng Nai,2021,Công lập,Hà Nội,22.2,16.46,26.98,3600,36
DNU-Trường Đại Học Đồng Nai,2022,Công lập,Hà Nội,21.05,15.31,26.2,3600,36
DNU-Trường Đại Học Đồng Nai,2023,Công lập,Hà Nội,21.35,15.64,26.43,3600,36
DNU-Trường Đại Học Đồng Nai,2024,Công lập,Hà Nội,21.56,15.82,26.47,3600,36
DNU-Trường Đại Học Đồng Nai,2025,Công lập,Hà Nội,21.58,16.0,26.51,3600,36
DPC-Trường Đại Học Phan Châu Trinh,2020,Công lập,Hà Nội,18.44,15.0,22.07,2900,29
DPC-Trường Đại Học Phan Châu Trinh,2021,Công lập,Hà Nội,18.96,15.5,22.55,2900,29
DPC-Trường Đại Học Phan Châu Trinh,2022,Công lập,Hà Nội,17.87,15.0,21.4,2900,29
DPC-Trường Đại Học Phan Châu Trinh,2023,Công lập,Hà Nội,18.1,15.0,21.61,2900,29
DPC-Trường Đại Học Phan Châu Trinh,2024,Công lập,Hà Nội,18.31,15.0,21.86,2900,29
DPC-Trường Đại Học Phan Châu Trinh,2025,Công lập,Hà Nội,18.32,15.0,21.75,2900,29
DPD-Trường Đại Học Phương Đông,2020,Công lập,Hà Nội,15.84,15.0,18.34,7100,71
DPD-Trường Đại Học Phương Đông,2021,Công lập,Hà Nội,16.37,15.49,18.85,7100,71
DPD-Trường Đại Học Phương Đông,2022,Công lập,Hà Nội,15.49,15.0,17.63,7100,71
DPD-Trường Đại Học Phương Đông,2023,Công lập,Hà Nội,15.59,15.0,17.84,7100,71
DPD-Trường Đại Học Phương Đông,2024,Công lập,Hà Nội,15.7,15.0,18.08,7100,71
DPD-Trường Đại Học Phương Đông,2025,Công lập,Hà Nội,15.7,15.0,18.0,7100,71
DPQ-Trường Đại Học Phạm Văn Đồng,2020,Công lập,Hà Nội,22.26,15.0,27.38,3700,37
DPQ-Trường Đại Học Phạm Văn Đồng,2021,Công lập,Hà Nội,22.63,15.45,27.68,3700,37
DPQ-Trường Đại Học Phạm Văn Đồng,2022,Công lập,Hà Nội,21.95,15.0,26.99,3700,37
DPQ-Trường Đại Học Phạm Văn Đồng,2023,Công lập,Hà Nội,22.05,15.0,27.17,3700,37
DPQ-Trường Đại Học Phạm Văn Đồng,2024,Công lập,Hà Nội,22.13,15.0,27.32,3700,37
DPQ-Trường Đại Học Phạm Văn Đồng,2025,Công lập,Hà Nội,22.16,15.0,27.25,3700,37
DPT-Trường Đại Học Phan Thiết,2020,Công lập,Hà Nội,15.51,15.0,18.24,8300,83
DPT-Trường Đại Học Phan Thiết,2021,Công lập,Hà Nội,16.0,15.45,18.72,8300,83
DPT-Trường Đại Học Phan Thiết,2022,Công lập,Hà Nội,15.29,15.0,17.61,8300,83
DPT-Trường Đại Học Phan Thiết,2023,Công lập,Hà Nội,15.33,15.0,17.88,8300,83
DPT-Trường Đại Học Phan Thiết,2024,Công lập,Hà Nội,15.38,15.0,18.08,8300,83
DPT-Trường Đại Học Phan Thiết,2025,Công lập,Hà Nội,15.36,15.0,18.0,8300,83
DPX-Trường Đại Học Phú Xuân,2020,Công lập,Hà Nội,15.18,15.0,15.35,4400,44
DPX-Trường Đại Học Phú Xuân,2021,Công lập,Hà Nội,15.68,15.45,15.85,4400,44
DPX-Trường Đại Học Phú Xuân,2022,Công lập,Hà Nội,15.0,15.0,15.0,4400,44
DPX-Trường Đại Học Phú Xuân,2023,Công lập,Hà Nội,15.0,15.0,15.0,4400,44
DPX-Trường Đại Học Phú Xuân,2024,Công lập,Hà Nội,15.04,15.0,15.15,4400,44
DPX-Trường Đại Học Phú Xuân,2025,Công lập,Hà Nội,15.0,15.0,15.0,4400,44
DPY-Trường Đại Học Phú Yên,2020,Công lập,Hà Nội,19.86,15.0,26.37,5400,54
DPY-Trường Đại Học Phú Yên,2021,Công lập,Hà Nội,20.33,15.46,26.72,5400,54
DPY-Trường Đại Học Phú Yên,2022,Công lập,Hà Nội,19.46,15.0,26.02,5400,54
DPY-Trường Đại Học Phú Yên,2023,Công lập,Hà Nội,19.62,15.0,26.19,5400,54
DPY-Trường Đại Học Phú Yên,2024,Công lập,Hà Nội,19.73,15.0,26.25,5400,54
DPY-Trường Đại Học Phú Yên,2025,Công lập,Hà Nội,19.73,15.0,26.25,5400,54
DQB-Trường Đại Học Quảng Bình,2020,Công lập,Hà Nội,19.59,15.0,27.44,8700,87
DQB-Trường Đại Học Quảng Bình,2021,Công lập,Hà Nội,20.07,15.48,27.77,8700,87
DQB-Trường Đại Học Quảng Bình,2022,Công lập,Hà Nội,18.98,15.0,27.15,8700,87
DQB-Trường Đại Học Quảng Bình,2023,Công lập,Hà Nội,19.22,15.0,27.18,8700,87
DQB-Trường Đại Học Quảng Bình,2024,Công lập,Hà Nội,19.4,15.0,27.41,8700,87
DQB-Trường Đại Học Quảng Bình,2025,Công lập,Hà Nội,19.45,15.0,27.42,8700,87
DQK-Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,2020,Công lập,Hà Nội,17.98,16.96,21.73,10500,105
DQK-Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,2021,Công lập,Hà Nội,18.48,17.45,22.32,10500,105
DQK-Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,2022,Công lập,Hà Nội,17.3,16.26,21.14,10500,105
DQK-Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,2023,Công lập,Hà Nội,17.58,16.56,21.35,10500,105
DQK-Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,2024,Công lập,Hà Nội,17.77,16.76,21.6,10500,105
DQK-Trường Đại Học Kinh Doanh và Công Nghệ Hà Nội,2025,Công lập,Hà Nội,17.83,17.0,21.5,10500,105
DQN-Trường Đại Học Quy Nhơn,2020,Công lập,Bình Định,21.98,15.0,27.29,22700,227
DQN-Trường Đại Học Quy Nhơn,2021,Công lập,Bình Định,22.48,15.53,27.66,22700,227
DQN-Trường Đại Học Quy Nhơn,2022,Công lập,Bình Định,21.31,15.0,26.97,22700,227
DQN-Trường Đại Học Quy Nhơn,2023,Công lập,Bình Định,21.6,15.0,27.1,22700,227
DQN-Trường Đại Học Quy Nhơn,2024,Công lập,Bình Định,21.79,15.0,27.26,22700,227
DQN-Trường Đại Học Quy Nhơn,2025,Công lập,Bình Định,21.84,15.0,27.21,22700,227
DQT-Trường Đại Học Quang Trung,2020,Công lập,Hà Nội,15.3,15.0,17.34,10800,108
DQT-Trường Đại Học Quang Trung,2021,Công lập,Hà Nội,15.37,15.0,17.85,10800,108
DQT-Trường Đại Học Quang Trung,2022,Công lập,Hà Nội,15.2,15.0,16.64,10800,108
DQT-Trường Đại Học Quang Trung,2023,Công lập,Hà Nội,15.25,15.0,16.93,10800,108
DQT-Trường Đại Học Quang Trung,2024,Công lập,Hà Nội,15.27,15.0,17.11,10800,108
DQT-Trường Đại Học Quang Trung,2025,Công lập,Hà Nội,13.83,13.0,17.0,10800,108
DQU-Trường Đại Học Quảng Nam,2020,Công lập,Quảng Nam,21.33,15.0,26.35,4500,45
DQU-Trường Đại Học Quảng Nam,2021,Công lập,Quảng Nam,21.65,15.0,26.71,4500,45
DQU-Trường Đại Học Quảng Nam,2022,Công lập,Quảng Nam,20.88,15.0,25.96,4500,45
DQU-Trường Đại Học Quảng Nam,2023,Công lập,Quảng Nam,21.09,15.0,26.19,4500,45
DQU-Trường Đại Học Quảng Nam,2024,Công lập,Quảng Nam,21.19,15.0,26.15,4500,45
DQU-Trường Đại Học Quảng Nam,2025,Công lập,Quảng Nam,20.9,14.0,26.27,4500,45
DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,2020,Công lập,TP.HCM,27.42,25.76,28.17,400,4
DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,2021,Công lập,TP.HCM,27.72,26.13,28.49,400,4
DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,2022,Công lập,TP.HCM,26.88,24.9,27.73,400,4
DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,2023,Công lập,TP.HCM,27.11,25.36,27.87,400,4
DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,2024,Công lập,TP.HCM,27.25,25.48,28.0,400,4
DSD-Trường Đại Học Sân Khấu Điện Ảnh TPHCM,2025,Công lập,TP.HCM,27.25,25.5,28.0,400,4
DSG-Trường Đại Học Công Nghệ Sài Gòn,2020,Tư thục,TP.HCM,15.32,15.0,18.35,91800,918
DSG-Trường Đại Học Công Nghệ Sài Gòn,2021,Tư thục,TP.HCM,15.81,15.45,18.85,91800,918
DSG-Trường Đại Học Công Nghệ Sài Gòn,2022,Tư thục,TP.HCM,15.14,15.0,17.63,91800,918
DSG-Trường Đại Học Công Nghệ Sài Gòn,2023,Tư thục,TP.HCM,15.15,15.0,17.95,91800,918
DSG-Trường Đại Học Công Nghệ Sài Gòn,2024,Tư thục,TP.HCM,15.19,15.0,18.15,91800,918
DSG-Trường Đại Học Công Nghệ Sài Gòn,2025,Tư thục,TP.HCM,15.17,15.0,18.0,91800,918
